,Cross Validation MSE
Dataset_1,150.12333205603449
Dataset_2,262.21754350000003
Dataset_3,782.3785996422414
Dataset_4,649.7030230172413
Dataset_5,1171.5255460995672
Dataset_6,153.47142652380953
Dataset_7,375.6322059350648
Dataset_8,404.7164382034632
Dataset_9,564.7491935887447
Dataset_10,272.3096050909091
