,Cross Validation MSE
Dataset_1,416.0818264754111
Dataset_2,444.7965807432441
Dataset_3,6.346356292976013e+19
Dataset_4,729.9589310883696
Dataset_5,1251.0126566515887
Dataset_6,438.58734072226207
Dataset_7,381019.7459876688
Dataset_8,509.733180464752
Dataset_9,990.1659788471346
Dataset_10,534.7248652683227
